-500.0 0 0 0.002032516105248059 0.0 -0.0009835335936375232
-475.0 0 0 0.0023120256877279944 0.0 -0.001186906869320125
-450.0 0 0 0.0026403143031344654 0.0 -0.0014439098869728495
-425.0 0 0 0.003026673058399817 0.0 -0.0017716889947473665
-400.0 0 0 0.003481668332254345 0.0 -0.002193742737478087
-375.0 0 0 0.004016662207101061 0.0 -0.0027425048831477917
-350.0 0 0 0.004642508473890557 0.0 -0.003462973560789913
-325.0 0 0 0.005366593268682399 0.0 -0.004417686854243397
-300.0 0 0 0.006186643823917115 0.0 -0.0056931895216841355
-275.0 0 0 0.007078387538996442 0.0 -0.007407454685289005
-250.0 0 0 0.007971902163490247 0.0 -0.009715623234952396
-225.0 0 0 0.008708395562382834 0.0 -0.012805771364695772
-200.0 0 0 0.008967378801271002 0.0 -0.01686271277396143
-175.0 0 0 0.008164423189091859 0.0 -0.021949344674875172
-150.0 0 0 0.00537722548568313 0.0 -0.027715574478272505
-125.0 0 0 -0.00046711208032806863 0.0 -0.03287556106561053
-100.0 0 0 -0.009666524586082432 0.0 -0.03480095988300726
-75.0 0 0 -0.02010666724601793 0.0 -0.0305864456415885
-50.0 0 0 -0.02741078389496156 0.0 -0.020474538157643545
-25.0 0 0 -0.0294877587927901 0.0 -0.009155667852788762
0.0 0 0 -0.02932809546509354 0.0 -8.673617379884035e-19
25.0 0 0 -0.0294877587927901 0.0 0.00915566785278876
50.0 0 0 -0.02741078389496156 0.0 0.020474538157643545
75.0 0 0 -0.020106667246017933 0.0 0.030586445641588505
100.0 0 0 -0.009666524586082432 0.0 0.03480095988300726
125.0 0 0 -0.0004671120803280684 0.0 0.032875561065610535
150.0 0 0 0.00537722548568313 0.0 0.0277155744782725
175.0 0 0 0.008164423189091859 0.0 0.021949344674875172
200.0 0 0 0.008967378801271002 0.0 0.01686271277396143
225.0 0 0 0.008708395562382834 0.0 0.012805771364695774
250.0 0 0 0.007971902163490245 0.0 0.009715623234952394
275.0 0 0 0.007078387538996442 0.0 0.007407454685289005
300.0 0 0 0.006186643823917115 0.0 0.005693189521684136
325.0 0 0 0.005366593268682399 0.0 0.004417686854243397
350.0 0 0 0.004642508473890557 0.0 0.003462973560789913
375.0 0 0 0.004016662207101061 0.0 0.0027425048831477917
400.0 0 0 0.003481668332254345 0.0 0.002193742737478087
425.0 0 0 0.0030266730583998177 0.0 0.001771688994747366
450.0 0 0 0.0026403143031344654 0.0 0.0014439098869728495
475.0 0 0 0.0023120256877279944 0.0 0.0011869068693201252
